Transaction History,On-time Payments (%),Income Stability,Debt-to-Income Ratio,Credit Utilization (%),Existing Loans,Loan Repayment History,Salary,Savings,Employment Type,Credit Score,Bills Paid on Time,marketing,Utility Bill Payments,Gender,City,Income Variability,Age
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Self-employed,652.1404006080762,No,5061.0,5256.0,Male,Chennai,Low,36
15578.0,92.47349507918312,0.3851186935086647,0.8723929978087028,31.331092243392973,0.0,1.0,198040.0,127841.0,Self-employed,745.3645521449713,Yes,6603.0,7192.0,Male,Mumbai,High,23
44514.0,93.30115953403124,0.3462624685701785,1.2125513958037015,86.4835749902433,1.0,1.0,111726.0,228132.0,Salaried,579.7995448934394,Yes,5555.0,6287.0,Male,Mumbai,High,39
32466.0,56.84225832931784,0.4582294116556002,0.31116121272544,72.1172211581189,2.0,0.0,36794.0,335554.0,Salaried,347.3531764939452,No,5511.0,7958.0,Male,Hyderabad,High,27
41010.0,72.61570175256678,0.1690926886055225,0.5058536888719197,84.84545366128802,0.0,1.0,188904.0,334211.0,Salaried,740.283730760055,No,3387.0,2116.0,Female,Mumbai,Low,30
41934.0,76.05365952541939,0.1133543946921908,0.5607668151766492,68.96992582507174,0.0,1.0,78538.0,96174.0,Self-employed,622.0900609860065,Yes,3493.0,7392.0,Female,Kolkata,High,31
49011.0,81.19797547160071,0.2320468047094629,0.3032963614005387,57.19059607336247,0.0,1.0,178126.0,441844.0,Self-employed,763.1713632649127,Yes,9294.0,4756.0,Male,Delhi,Low,36
11016.0,73.91418337555214,0.0857363632584425,1.2344655106061695,61.01402859814521,2.0,1.0,140061.0,137853.0,Salaried,704.529854593538,Yes,7705.0,4187.0,Female,Hyderabad,Low,20
13574.0,70.35383896894902,0.4196323800558026,1.3042062353470814,25.03946557037476,2.0,1.0,147388.0,12120.0,Salaried,582.1357001212399,Yes,586.0,4483.0,Female,Mumbai,High,55
21583.0,90.28041444071572,0.4610314273008052,1.1173801178583318,14.986040190726184,4.0,1.0,199996.0,482557.0,Salaried,753.9675689298045,Yes,7574.0,8716.0,Male,Bangalore,High,56
48712.0,91.99101761017442,0.030492595655368,1.4135294511578855,53.7444903611588,3.0,0.0,56576.0,5246.0,Self-employed,759.350259676102,Yes,4435.0,5328.0,Male,Kolkata,High,25
10385.0,89.6346286424689,0.0477456799922158,0.7555793023702896,77.33520767694121,1.0,1.0,150213.0,314142.0,Salaried,850.0,Yes,9104.0,2545.0,Female,Delhi,High,54
26758.0,87.87322227253588,0.3764825891425944,0.9081920965586776,14.687810870102016,1.0,1.0,114757.0,416881.0,Salaried,758.7164138342506,Yes,8516.0,6831.0,Female,Mumbai,High,66
6639.0,55.61930246611304,0.1305885700623948,1.4585844711416092,13.166698362071836,1.0,1.0,155871.0,236207.0,Self-employed,682.9667625961797,Yes,5523.0,8292.0,Male,Mumbai,Low,29
49013.0,83.80525129071759,0.26161400105751,1.335177390327407,12.074071543943266,1.0,1.0,115928.0,164764.0,Salaried,703.0234479226758,Yes,1552.0,9914.0,Male,Hyderabad,High,27
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,Yes,5061.0,5256.0,Male,Kolkata,Low,36
31507.0,72.89024662796032,0.041852689811295,0.742257744785236,58.02709266952675,1.0,1.0,186919.0,351593.0,Salaried,850.0,Yes,1743.0,1925.0,Male,Kolkata,Low,53
48521.0,52.41622044276985,0.4517176423109065,0.2464677907690605,31.78827305067689,4.0,1.0,194097.0,283856.0,Self-employed,555.5334424668082,No,5342.0,2370.0,Female,Mumbai,High,25
28682.0,73.58315913925802,0.2315695158272302,0.2571914481747041,43.422693705058215,2.0,0.0,187197.0,178876.0,Salaried,616.8086209212934,Yes,2353.0,9929.0,Male,Kolkata,Low,30
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Self-employed,652.1404006080762,Yes,5061.0,5256.0,Male,Delhi,High,70
17950.0,62.48860812232599,0.0505068486134057,0.1357333823799585,38.68992844041553,2.0,1.0,60033.0,477147.0,Salaried,850.0,Yes,612.0,4780.0,Female,Delhi,High,24
2625.0,81.4059765621786,0.0172563419549863,0.3924704048320977,27.65528262712443,0.0,1.0,43792.0,197932.0,Salaried,850.0,Yes,6188.0,2456.0,Female,Hyderabad,High,28
38506.0,93.31164351338352,0.2543778788950464,0.6424718509242157,32.8488428596163,1.0,1.0,126516.0,212245.0,Salaried,746.7279466997511,No,9187.0,7976.0,Female,Mumbai,High,61
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,Yes,5061.0,5256.0,Female,Mumbai,Low,63
29403.0,60.651765992163206,0.2579231258798014,1.115491220660591,26.94012109846369,2.0,0.0,125896.0,378789.0,Salaried,538.6025728088475,Yes,910.0,1692.0,Female,Chennai,High,34
11185.0,88.48210819418273,0.1866017851121262,0.4910205448988387,59.74716691952154,0.0,1.0,154990.0,114438.0,Salaried,751.007039608755,No,3763.0,9132.0,Female,Delhi,Low,22
25481.0,99.42452422434025,0.1336912851099995,1.3185023638046345,18.7964769409744,3.0,1.0,111036.0,71029.0,Self-employed,669.1845866264989,Yes,4819.0,2799.0,Male,Kolkata,Low,66
35722.0,50.8574890957599,0.1953542079046077,0.5371283285831056,71.11644242481103,1.0,0.0,104299.0,196684.0,Salaried,444.5116622871709,Yes,1363.0,715.0,Male,Bangalore,High,22
38896.0,71.76153590047119,0.2755162720960445,1.2465487152384669,22.26017726749228,3.0,1.0,30217.0,149243.0,Self-employed,448.5509643863471,Yes,8121.0,7967.0,Male,Chennai,Low,45
23898.0,96.69889870722596,0.0510844018221957,1.4464435273864331,71.88523001561322,0.0,1.0,139644.0,426236.0,Salaried,850.0,Yes,9223.0,7111.0,Female,Mumbai,Low,50
41380.0,81.55170878560244,0.212913450240758,0.4744375358841184,55.124533867503054,3.0,1.0,80413.0,200199.0,Salaried,580.8579025634189,Yes,5862.0,2763.0,Female,Mumbai,High,62
20278.0,60.77503794337756,0.0411684081264853,1.1611654879872195,78.85757645868543,0.0,1.0,59445.0,12102.0,Salaried,769.2832621927604,Yes,4731.0,5832.0,Female,Bangalore,High,36
32098.0,94.24039735153256,0.1771403297632044,0.836645448937428,80.75659804484106,4.0,1.0,68222.0,185251.0,Salaried,521.5195958363879,Yes,9007.0,8832.0,Male,Bangalore,Low,68
7145.0,91.26056856298156,0.1216431621574852,0.1240074156257057,63.07989043015574,1.0,1.0,84698.0,470973.0,Salaried,792.2400093080557,Yes,6939.0,1963.0,Female,Bangalore,High,67
14542.0,73.56608970525342,0.0695598727581461,0.6760028069419819,24.82432668191477,3.0,1.0,117872.0,460406.0,Self-employed,808.5856817703387,No,7484.0,3195.0,Male,Delhi,High,29
44454.0,65.99397883338817,0.1317187465709588,0.4292869903368238,80.72881705645257,0.0,1.0,81790.0,258444.0,Salaried,639.6633428341457,Yes,7793.0,7910.0,Female,Delhi,High,32
5471.0,85.35076471362953,0.4669461317821301,1.47712512582398,62.11830135081867,1.0,1.0,158493.0,216820.0,Salaried,621.7498919207682,Yes,3099.0,4177.0,Female,Bangalore,Low,45
41545.0,80.18721442816282,0.0196198129799501,0.5695239988313349,44.17064153580572,2.0,1.0,122274.0,447426.0,Salaried,850.0,No,3466.0,3033.0,Male,Bangalore,High,39
32588.0,76.6111437428097,0.1467517167141289,0.4799810105275415,12.14510382541368,1.0,1.0,50215.0,396248.0,Salaried,758.5990822308963,Yes,9496.0,8858.0,Male,Bangalore,Low,61
1867.0,99.95247490518224,0.2050959228465397,0.7388875374983465,66.79640841838636,4.0,1.0,189955.0,348877.0,Salaried,712.0324027423615,Yes,5081.0,5114.0,Male,Bangalore,Low,31
35701.0,96.18324187748264,0.3431894888388731,0.5516789819314823,48.500586548604325,0.0,1.0,78667.0,283925.0,Salaried,706.0434302045207,Yes,8234.0,5285.0,Female,Delhi,Low,51
41924.0,52.077992413612925,0.0114517330745944,1.1391105697338946,86.77233565767793,4.0,1.0,172951.0,117528.0,Salaried,850.0,No,6452.0,8902.0,Female,Bangalore,Low,27
41441.0,72.78095782186259,0.3224743970105451,1.4117123110457426,76.83749128868358,0.0,1.0,192230.0,166156.0,Salaried,629.6984832999472,Yes,3105.0,3045.0,Female,Hyderabad,Low,57
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,Yes,5061.0,5256.0,Female,Chennai,Low,57
2926.0,80.42915773199542,0.0646817425939112,1.0871142831694691,70.13935036047545,0.0,1.0,43965.0,303208.0,Salaried,769.0627291253381,Yes,501.0,3764.0,Male,Chennai,Low,45
22462.0,68.72401999840085,0.3988798829852347,0.1280481377081012,69.12822859727139,4.0,1.0,193789.0,404844.0,Salaried,615.185116742085,Yes,2975.0,4704.0,Female,Mumbai,Low,37
5969.0,89.02863629104701,0.1501010164034196,1.078012380033906,55.63137072454104,2.0,1.0,52856.0,359873.0,Self-employed,591.6742791515051,No,2672.0,3447.0,Male,Mumbai,Low,50
11413.0,52.01406533669902,0.364722108884602,0.342846797360738,49.37098109249356,3.0,0.0,195446.0,185585.0,Self-employed,436.0937788918105,Yes,9539.0,6382.0,Male,Hyderabad,Low,59
11393.0,77.1510715433382,0.3614374231951058,1.3519329614897395,14.49095843278526,1.0,1.0,63330.0,397171.0,Self-employed,601.4837203224312,No,3501.0,6375.0,Male,Hyderabad,High,68
24214.0,72.11261382597796,0.3803377090137981,1.1933943734394412,83.01034491011822,4.0,1.0,67603.0,206139.0,Salaried,380.7159165047753,Yes,8237.0,7469.0,Female,Delhi,High,28
14369.0,84.27202611856457,0.4291011004101659,0.1858493759690949,88.62714495346053,3.0,1.0,60733.0,323208.0,Salaried,497.1915167328984,Yes,879.0,9598.0,Female,Kolkata,Low,24
29538.0,56.84911111547639,0.3914260996524948,0.6515457854765953,37.59620376024544,2.0,1.0,89998.0,44162.0,Salaried,501.4304073877705,Yes,9424.0,8071.0,Female,Bangalore,Low,40
41590.0,96.46442011310296,0.4315241103358551,0.2614466465330275,18.74128890839179,3.0,1.0,151535.0,55065.0,Salaried,706.6839897399219,Yes,9781.0,6652.0,Female,Hyderabad,Low,54
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,No,5061.0,5256.0,Female,Chennai,Low,59
19388.0,86.77317642988416,0.1336968068837041,0.8744473885914591,26.640304834024093,3.0,1.0,192655.0,403359.0,Salaried,835.825287729351,Yes,6883.0,8899.0,Female,Mumbai,High,69
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Self-employed,652.1404006080762,Yes,5061.0,5256.0,Male,Chennai,Low,53
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,Yes,5061.0,5256.0,Female,Delhi,High,54
20680.0,71.57921645587547,0.4096206044757428,0.3548945162040053,30.23622810668565,0.0,1.0,48663.0,138049.0,Self-employed,560.4553692205515,No,9851.0,2417.0,Female,Chennai,High,55
34160.0,55.30627927454977,0.3714255170568668,0.8030078336917792,54.17565210951501,3.0,1.0,103367.0,165880.0,Self-employed,416.3950187324755,Yes,5390.0,8521.0,Male,Delhi,High,53
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,No,5061.0,5256.0,Female,Mumbai,High,37
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,Yes,5061.0,5256.0,Female,Mumbai,High,62
9655.0,94.51183108978854,0.1898950893020299,0.553202699351874,45.06845228162531,3.0,1.0,113053.0,150785.0,Self-employed,619.0009366175838,Yes,4496.0,8065.0,Male,Chennai,High,58
22229.0,84.39550457276621,0.097490901049609,0.2975985220660411,45.73341795691324,0.0,1.0,95158.0,63656.0,Self-employed,740.7912118990787,Yes,8952.0,1325.0,Female,Bangalore,Low,62
19089.0,85.40609174503126,0.4807567632318391,1.322223953917515,66.86618027478977,2.0,0.0,118385.0,64418.0,Self-employed,368.3967033888225,Yes,3832.0,7314.0,Male,Mumbai,Low,18
48158.0,56.42897892558346,0.3711729683471326,0.7119247681951191,15.02169251993532,1.0,1.0,144650.0,125876.0,Self-employed,595.9421312192983,Yes,5922.0,4987.0,Female,Kolkata,High,48
34123.0,50.75112709902832,0.0308145956495824,0.2455094521612231,69.80135173980051,1.0,1.0,64888.0,367096.0,Salaried,850.0,Yes,2913.0,7135.0,Male,Chennai,Low,57
2969.0,74.11370000407717,0.4880290370444802,1.0483254854215505,34.19356448902383,1.0,1.0,123271.0,28519.0,Salaried,590.6707978105485,Yes,2100.0,4249.0,Male,Kolkata,High,41
3778.0,66.00931097020276,0.0727286772344161,1.477362200215756,31.265643257809987,1.0,1.0,152211.0,448449.0,Salaried,850.0,Yes,7092.0,9779.0,Female,Bangalore,Low,57
24074.0,69.89420877785115,0.4018424226902646,0.5051330130479725,44.0625500851344,2.0,1.0,34854.0,103716.0,Salaried,490.4603384010338,Yes,7932.0,671.0,Male,Chennai,Low,21
12924.0,78.63414079283447,0.2146740665725167,1.0465465005558217,89.47330858206475,3.0,0.0,173289.0,369339.0,Salaried,500.80311969564207,Yes,2164.0,9478.0,Male,Chennai,High,55
45162.0,76.07754919554836,0.478203676144448,0.7725559234832482,17.92771602899453,0.0,1.0,146457.0,425622.0,Salaried,776.2973277551442,Yes,7571.0,6965.0,Female,Delhi,Low,29
19755.0,88.2914519617455,0.3334582624681252,0.1003369376400631,82.74085666487933,4.0,1.0,149788.0,13718.0,Salaried,535.1386341834409,Yes,2247.0,8053.0,Male,Hyderabad,High,36
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,Yes,5061.0,5256.0,Male,Bangalore,Low,43
27116.0,89.8322434507569,0.0359826278046072,0.6927833930287806,64.70600834864157,1.0,1.0,70459.0,285174.0,Self-employed,850.0,Yes,380.0,5133.0,Female,Hyderabad,Low,48
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,No,5061.0,5256.0,Male,Bangalore,Low,67
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Self-employed,652.1404006080762,Yes,5061.0,5256.0,Male,Bangalore,High,35
9610.0,86.12056922317723,0.1703526508738503,0.3329882597314335,83.51931072772919,3.0,1.0,190212.0,261770.0,Self-employed,638.1335242637651,Yes,8825.0,4930.0,Male,Delhi,Low,32
4209.0,66.59991471188826,0.3431073368846518,0.3819920723519235,11.813225685520798,4.0,1.0,89821.0,287631.0,Salaried,591.0608903898597,Yes,6670.0,8497.0,Female,Hyderabad,Low,32
3339.0,75.44426275871228,0.3501711398604352,1.101504896069724,10.813874963680536,4.0,1.0,76954.0,372288.0,Salaried,586.5705511778248,Yes,2872.0,1562.0,Female,Delhi,Low,51
2119.0,85.89352902759643,0.1197298323217508,1.1786050735617275,36.898077839367936,2.0,1.0,122221.0,339033.0,Salaried,759.1483224756495,Yes,3884.0,9081.0,Female,Delhi,Low,70
11475.0,75.35412120301334,0.4924757409929495,0.728931983086282,85.86149198305364,2.0,1.0,31908.0,174535.0,Salaried,414.5106970642084,Yes,511.0,2318.0,Male,Hyderabad,Low,61
1119.0,97.42601637569577,0.3249484378401779,0.2825110338476474,43.907641960046135,0.0,1.0,174370.0,337553.0,Self-employed,791.9284965348543,Yes,2850.0,863.0,Female,Delhi,Low,33
36409.0,56.59826598119809,0.3499842392734105,0.652813132402009,30.52501359225703,2.0,1.0,197817.0,497330.0,Salaried,718.9451020119151,Yes,5559.0,4344.0,Male,Kolkata,Low,70
42362.0,50.44993286416279,0.0258639348644599,0.7121874767601465,86.51053958671086,4.0,1.0,160967.0,353079.0,Self-employed,850.0,Yes,6376.0,2427.0,Male,Delhi,Low,26
20947.0,94.743460035276,0.413752678641339,1.2171672110734602,25.77615990808266,3.0,0.0,132424.0,458992.0,Salaried,603.2394415064894,Yes,1426.0,5695.0,Male,Hyderabad,Low,40
14972.0,70.75778380286552,0.1218070813932938,1.4747002140902472,84.09856554806518,0.0,1.0,163232.0,382959.0,Self-employed,661.9019253228448,Yes,9491.0,6282.0,Male,Bangalore,Low,48
2884.0,64.15003177145388,0.2258556545522318,0.8355197916987852,22.855946118616288,4.0,1.0,151271.0,161082.0,Salaried,603.2472412529899,Yes,1071.0,1548.0,Male,Hyderabad,High,57
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,No,5061.0,5256.0,Female,Delhi,Low,36
9067.0,55.67703211631434,0.4082508581156082,1.3885268904500885,66.2191590712428,1.0,1.0,112394.0,315483.0,Self-employed,458.4752260723876,Yes,1847.0,1945.0,Male,Mumbai,High,70
20593.0,79.46428639314256,0.3715759262958446,0.7933422080959603,49.3341834326768,0.0,1.0,150720.0,374522.0,Salaried,728.0959899914011,Yes,509.0,6980.0,Male,Hyderabad,High,35
19957.0,76.66256996395512,0.0150693422716229,1.3224231028651665,83.02065855573909,2.0,1.0,196386.0,266220.0,Salaried,850.0,Yes,3485.0,2846.0,Female,Hyderabad,High,68
8655.0,62.76162171721417,0.1582092352225745,0.1181673389103349,86.87009080959467,1.0,1.0,166991.0,394363.0,Salaried,693.3994524747014,Yes,2117.0,5632.0,Female,Chennai,Low,22
10850.0,67.81952496499521,0.420384464528739,0.6608552933162809,49.69487475110689,2.0,1.0,155120.0,304751.0,Salaried,623.5663395712292,Yes,7697.0,4643.0,Male,Delhi,Low,30
27845.0,83.57030363218684,0.3669092311893589,0.4258811970053033,71.45390613470715,4.0,1.0,189808.0,165728.0,Salaried,592.5258124669731,Yes,8912.0,8630.0,Male,Mumbai,High,57
43869.0,93.04054313433689,0.1940385482648627,1.1502328429270403,26.159603593418097,2.0,1.0,31562.0,416964.0,Salaried,672.2662735617108,Yes,4425.0,4982.0,Male,Kolkata,Low,33
22707.0,70.00148179931458,0.0563958336166821,0.5078304247842829,30.18893453964157,4.0,1.0,146521.0,87139.0,Salaried,819.4075751620109,Yes,6594.0,4033.0,Male,Kolkata,Low,25
48907.0,92.4968745702362,0.2066605220768738,0.3789170197183648,27.876304974740258,4.0,1.0,111193.0,363873.0,Self-employed,659.0700729706473,Yes,8525.0,5469.0,Female,Hyderabad,Low,48
37377.0,75.65949458549149,0.3917560322570675,1.4359318443164848,62.91804885475408,0.0,1.0,105279.0,153207.0,Salaried,565.0476492274429,Yes,2149.0,2391.0,Female,Kolkata,Low,22
1667.0,71.5491950960411,0.1848809447156298,1.1424840213956675,75.35253680756679,2.0,1.0,150123.0,252923.0,Salaried,600.1526709013154,Yes,7310.0,3489.0,Male,Hyderabad,High,47
23789.0,99.47158828898158,0.0278949858968731,0.6938178527666237,81.76022355021695,0.0,1.0,131973.0,459350.0,Salaried,850.0,Yes,6836.0,3327.0,Female,Chennai,High,66
6765.0,86.46173714568215,0.3844852802718292,1.0856573906350315,52.7690139437145,2.0,1.0,52879.0,283545.0,Self-employed,499.8512906342267,Yes,3062.0,7353.0,Male,Hyderabad,High,31
20143.0,57.70737621681671,0.0825743531956212,0.1628399596954123,15.96415078961857,2.0,1.0,154061.0,189813.0,Salaried,831.1179863348574,No,1188.0,7526.0,Male,Mumbai,High,62
11483.0,65.55035018354437,0.0530545021566519,0.8080966201680692,68.13993058267813,4.0,0.0,168504.0,368524.0,Salaried,709.3610739886121,Yes,2515.0,1598.0,Male,Hyderabad,Low,53
25236.0,77.93829723121988,0.1911251276350355,1.3400465472063652,55.59557731326088,0.0,1.0,107632.0,388792.0,Salaried,690.4523929654777,Yes,2182.0,7371.0,Male,Bangalore,Low,50
33481.0,92.52521141642984,0.2442675392209285,0.8649899938995143,52.513219232644346,2.0,0.0,61521.0,479839.0,Salaried,555.4458035112768,Yes,2584.0,5200.0,Female,Delhi,Low,37
46265.0,86.79589767759944,0.4420440365229677,0.7417670742427401,41.6562523551935,2.0,0.0,191304.0,169458.0,Salaried,599.4259117587309,Yes,9828.0,1847.0,Female,Delhi,Low,40
39149.0,89.10253846318791,0.1481796828156361,1.3456609409624154,60.28839408505863,1.0,1.0,142301.0,489429.0,Self-employed,716.0730686294844,Yes,5849.0,2305.0,Male,Kolkata,Low,28
40855.0,57.81418547748881,0.2844842288280056,0.4206019959842481,34.79785138934793,1.0,1.0,159511.0,234111.0,Salaried,677.0653056531804,Yes,9089.0,3237.0,Male,Kolkata,High,51
29800.0,65.55973689020045,0.1668271239771843,0.2367255075341125,26.54711477455496,3.0,1.0,153684.0,301240.0,Salaried,718.7855255832885,Yes,276.0,1561.0,Female,Hyderabad,Low,55
26655.0,55.32058814514223,0.1546777087421272,0.1290484232365304,38.767165913594326,0.0,0.0,183911.0,160966.0,Self-employed,619.528557279359,Yes,7519.0,8516.0,Female,Mumbai,Low,36
661.0,53.15701464636957,0.3077778060312323,0.8782195349551073,20.82397100102679,4.0,1.0,179155.0,280645.0,Self-employed,552.1331825306621,Yes,2407.0,8993.0,Female,Delhi,Low,23
46592.0,90.38696466003572,0.3112311204829178,0.6470206786935645,25.79085353241868,0.0,1.0,105365.0,382873.0,Salaried,781.4282212998918,Yes,9008.0,5319.0,Male,Delhi,Low,68
18185.0,69.83775282277647,0.1113126567941832,0.3421041204952234,20.35704772762557,3.0,1.0,99810.0,282160.0,Salaried,732.7992163424638,Yes,8541.0,8733.0,Female,Delhi,High,44
1806.0,97.67675489257545,0.0862675164531794,0.3689506948791914,47.48928163999943,2.0,1.0,108855.0,325678.0,Salaried,850.0,Yes,5969.0,1301.0,Female,Delhi,Low,52
45442.0,96.54490721857148,0.0587785388693522,0.7428421183398206,13.787509163955196,3.0,0.0,164358.0,408158.0,Self-employed,850.0,Yes,9435.0,5904.0,Male,Mumbai,High,37
26119.0,89.31658276975202,0.3758959542285054,0.2072208814062608,60.68229737402116,0.0,1.0,167152.0,354341.0,Salaried,776.0717510093913,Yes,2306.0,9963.0,Female,Delhi,Low,59
38373.0,96.48248038506642,0.3856130742397091,0.6106346412157041,16.41537291559235,4.0,1.0,44908.0,82837.0,Salaried,568.1148097724508,Yes,186.0,5221.0,Male,Hyderabad,Low,64
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Salaried,652.1404006080762,Yes,5061.0,5256.0,Male,Bangalore,Low,64
17477.0,90.47137442314074,0.0552872292834844,0.6739738470987957,11.032335759801262,3.0,1.0,92754.0,260874.0,Salaried,850.0,No,8898.0,6954.0,Female,Hyderabad,Low,21
4302.0,98.64808174760208,0.1304899874279757,1.2517187971637955,85.21752834526805,4.0,1.0,56877.0,285233.0,Salaried,549.2057481868524,No,8151.0,7852.0,Male,Kolkata,High,70
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Self-employed,652.1404006080762,Yes,5061.0,5256.0,Female,Delhi,High,67
24522.0,76.08211006910531,0.2194371731610238,0.7662895303709882,46.02775594642628,2.0,1.0,124081.0,264330.0,Self-employed,652.1404006080762,No,5061.0,5256.0,Female,Delhi,High,24
41046.0,99.8791296472986,0.3165226554640196,0.9329023323611554,44.46054786887907,0.0,1.0,174290.0,80153.0,Salaried,765.6432691404882,No,5379.0,8737.0,Male,Kolkata,Low,70
10681.0,50.97240251840406,0.4122457206946018,0.438273980467338,63.41251501838691,1.0,1.0,40125.0,152267.0,Self-employed,392.1226634392021,Yes,9283.0,3817.0,Male,Delhi,Low,70
23564.0,66.33445112658742,0.1650987935970052,1.485369707854758,50.18923911381681,2.0,1.0,179000.0,423691.0,Salaried,692.3158221799325,Yes,5934.0,8094.0,Male,Chennai,Low,52
42476.0,78.12776006365237,0.1073388198137581,0.4998227517116788,57.48542053992339,3.0,1.0,56070.0,49628.0,Salaried,590.8634769363265,No,2011.0,1554.0,Female,Delhi,Low,19
16871.0,88.25801644083832,0.147547773807651,1.014987110741235,12.47847626222895,3.0,1.0,139573.0,279849.0,Salaried,771.5561623677577,Yes,810.0,7501.0,Male,Mumbai,Low,58
8759.0,53.27895363233181,0.2334029679165143,0.7332915432877958,35.59223948045819,0.0,0.0,85020.0,60070.0,Salaried,481.1900715401531,Yes,6135.0,9375.0,Female,Kolkata,High,52
27227.0,55.61822409744928,0.1835805415627296,0.7371255325489708,85.93424160926126,0.0,1.0,94004.0,400115.0,Salaried,585.4730817190979,Yes,9034.0,4439.0,Female,Chennai,High,33
